prompt,lang,expected_way,way_id,model,score
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/tool-surface,en,0.0206
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/knowledge/optimization,en,0.0184
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/architecture/adr/migration,en,0.0181
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,ea/comms/recap,en,0.0161
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,-home-aaron-Projects-ai-knowledge-graph-system/kg/api,en,0.0135
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/architecture/adr-context,en,0.0110
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/dual-modes,en,0.0107
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/docs/mermaid,en,0.0076
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/trust,en,0.0064
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,ea/briefing,en,0.0062
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/full-coverage,en,0.0044
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,ea/comms,en,0.0040
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,workstation/shell/shellrc,multi,0.6743
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,workstation/shell,multi,0.5118
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/security/injection,multi,0.4579
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,workstation/shell/tools,multi,0.4060
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,workstation/shell/prompt,multi,0.4022
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/environment/config,multi,0.3488
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/delivery/patches,multi,0.3128
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,workstation/shell/sshagent,multi,0.3043
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/skills,multi,0.2942
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/environment/deps,multi,0.2939
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/delivery/release,multi,0.2843
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/environment/makefile,multi,0.2702
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/environment,multi,0.2643
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/testing/mocking,multi,0.2642
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/architecture/design,multi,0.2584
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/security/auth,multi,0.2577
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/supplychain/depscan/node/lockfile,multi,0.2539
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/supplychain/depscan/python,multi,0.2532
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/subagents,multi,0.2486
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/supplychain/sourceaudit,multi,0.2480
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/supplychain/automation,multi,0.2478
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/environment/ssh,multi,0.2436
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/visualization/charts,multi,0.2331
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/delivery/github,multi,0.2316
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/supplychain/depscan/go,multi,0.2277
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/knowledge,multi,0.2249
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/knowledge/authoring/tool-agnostic,multi,0.2241
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,workstation/shell/gitconfig,multi,0.2209
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/docs/docstrings,multi,0.2190
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/security,multi,0.2183
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/supplychain/depscan/node,multi,0.2106
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/knowledge/authoring/pii-free,multi,0.2092
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/supplychain/depscan,multi,0.2090
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/supplychain/repoaudit,multi,0.2079
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/delivery/commits,multi,0.2039
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/trust/delegation,multi,0.2006
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,itops/incident,multi,0.1997
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/security/secrets,multi,0.1981
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/introspection,multi,0.1959
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/trust/voice,multi,0.1954
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/architecture/adr/migration,multi,0.1939
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,ea/comms/recap,multi,0.1933
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,ea/comms,multi,0.1905
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/delivery,multi,0.1897
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/tracking,multi,0.1860
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/supplychain/historysever,multi,0.1856
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,ea,multi,0.1844
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,itops/runbooks,multi,0.1842
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/errors,multi,0.1834
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/think,multi,0.1784
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/architecture/adr-context,multi,0.1779
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/project-health,multi,0.1770
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/delivery/migrations,multi,0.1769
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/architecture,multi,0.1762
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/environment/debugging,multi,0.1741
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/architecture/threat-modeling,multi,0.1715
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/knowledge/optimization,multi,0.1623
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/docs/standards,multi,0.1620
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/delivery/branching,multi,0.1612
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,ea/email,multi,0.1569
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/trust,multi,0.1566
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/trust/autonomy,multi,0.1539
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/architecture/adr,multi,0.1537
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/supplychain,multi,0.1525
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,ea/calendar,multi,0.1515
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/docs/api,multi,0.1504
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,ea/intelligence,multi,0.1484
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/knowledge/optimization/tuning,multi,0.1465
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/visualization,multi,0.1432
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,ea/tasks,multi,0.1426
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/quality,multi,0.1416
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/testing,multi,0.1395
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/docs/readme,multi,0.1329
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,ea/email/drafting,multi,0.1318
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,ea/briefing,multi,0.1304
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/delivery/implement,multi,0.1292
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/docs,multi,0.1280
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/performance,multi,0.1272
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/visualization/diagrams,multi,0.1114
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/supplychain/depscan/rust,multi,0.1083
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,itops/policy,multi,0.1075
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,writing,multi,0.1018
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,itops/proposals,multi,0.0982
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code/testing/tdd,multi,0.0869
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/code,multi,0.0850
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,research,multi,0.0760
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,ea/tasks/time,multi,0.0619
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,meta/memory,multi,0.0543
"configure zsh prompt and aliases in .zshrc",en,workstation/shell/shellrc,softwaredev/docs/mermaid,multi,0.0036
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,workstation/shell/prompt,en,0.6614
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,softwaredev/visualization/diagrams,en,0.2963
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,softwaredev/docs/mermaid,en,0.2772
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,softwaredev/visualization/charts,en,0.2766
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,workstation/shell,en,0.2448
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,-home-aaron-Projects-ai-knowledge-graph-system/kg/cli,en,0.2079
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,-home-aaron-Projects-app-markdown-mixed-media/pdf-pipeline,en,0.2032
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,meta/skills,en,0.1769
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,workstation/shell/shellrc,en,0.1763
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,meta/trust/voice,en,0.1738
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,softwaredev/environment,en,0.1731
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,meta/knowledge/optimization/tuning,en,0.1648
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,workstation/shell/tools,en,0.1644
"set up a starship prompt with nerd font glyphs",en,workstation/shell/prompt,softwaredev/environment/config,en,0.1548
